AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,n_Samples,n_Years,Waterbody Type,Fraction,Use,Type,Minimum Assessment Period,Min_Assess_Period_Yrs,Minimum number of data points,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient
AK_M_3010208_008,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Aquatic Life,,2 years,2,10,10,Yes,No,No
AK_M_3010208_008,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,10,2,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_3010208_008,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Aquatic Life,,2 water years,2,20,20,Yes,No,No
AK_M_3010208_008,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_3010208_008,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_3010208_008,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_3010208_008,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_3010208_008,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_3010208_008,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,No,No
AK_M_3010208_008,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_3010208_008,Ocean,Marine,PH,,8,2,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,No,No
AK_M_3010208_008,Ocean,Marine,PH,,8,2,Marine,,Water Supply,,2 years,2,10,10,Yes,No,No
AK_M_3010208_008,Ocean,Marine,PH,,8,2,Marine,,Aquatic Life,,2 years,2,10,10,Yes,No,No
AK_M_3010208_008,Ocean,Marine,PH,,8,2,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,No,No
AK_M_3010208_008,Ocean,Marine,"TEMPERATURE, WATER",DEG C,8,2,Marine,,Water Supply,,,,,,,,No
AK_M_3010208_008,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_3010208_008,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,No,No
AK_M_3010208_008,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_3010208_009,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_3010208_009,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,No,No
AK_M_3010208_009,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_3010208_009,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Water Supply,,2 years,2,10,10,Yes,No,No
AK_M_3010208_009,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,No,No
AK_M_3010208_009,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,No,No
AK_M_3010208_009,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Aquatic Life,,2 years,2,10,10,Yes,No,No
AK_M_3010208_009,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,10,2,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_3010208_009,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Aquatic Life,,2 water years,2,20,20,Yes,No,No
AK_M_3010208_009,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_3010208_009,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_3010208_009,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_3010208_009,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_3010208_009,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_3010208_009,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,No,No
AK_M_3010208_009,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_3010208_009,Ocean,Marine,PH,,8,2,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,No,No
AK_M_3010208_009,Ocean,Marine,PH,,8,2,Marine,,Water Supply,,2 years,2,10,10,Yes,No,No
AK_M_3010208_009,Ocean,Marine,PH,,8,2,Marine,,Aquatic Life,,2 years,2,10,10,Yes,No,No
AK_M_3010208_009,Ocean,Marine,PH,,8,2,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,No,No
AK_M_3010208_009,Ocean,Marine,"TEMPERATURE, WATER",DEG C,8,2,Marine,,Water Supply,,,,,,,,No
AK_M_3010208_009,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_3010208_009,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,No,No
AK_M_3010208_009,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_5010416_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,1,Marine,,Aquatic Life,,2 water years,2,20,20,No,No,No
AK_M_5010416_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,1,Marine,,Water Supply,,2 water years,2,10,10,No,No,No
AK_M_5010416_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,1,Marine,,Secondary Contact Recreation,,2 water years,2,10,10,No,No,No
AK_M_5010416_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,1,Marine,,Water Supply,,2 years,2,10,10,No,No,No
AK_M_5010416_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,1,Marine,,Secondary Contact Recreation,,2 years,2,10,10,No,No,No
AK_M_5010417_001,Ocean,Marine,COPPER,UG/L,16,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,COPPER,UG/L,16,2,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,COPPER,UG/L,16,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_5010417_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,31,2,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,31,2,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,31,2,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,31,2,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,27,2,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,37,3,Marine,,Aquatic Life,,2 water years,2,20,20,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,37,3,Marine,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,37,3,Marine,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,37,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,37,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,NICKEL,UG/L,16,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,NICKEL,UG/L,16,2,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,NICKEL,UG/L,16,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_5010417_001,Ocean,Marine,PH,,31,2,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,PH,,31,2,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,PH,,31,2,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,PH,,31,2,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,31,2,Marine,,Water Supply,,,,,,,,No
AK_M_5010417_001,Ocean,Marine,ZINC,UG/L,16,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,ZINC,UG/L,16,2,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_5010417_001,Ocean,Marine,ZINC,UG/L,16,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_5010420_001,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_5010420_001,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,No,No
AK_M_5010420_001,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_5010420_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Water Supply,,2 years,2,10,10,Yes,No,No
AK_M_5010420_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,No,No
AK_M_5010420_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,No,No
AK_M_5010420_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Aquatic Life,,2 years,2,10,10,Yes,No,No
AK_M_5010420_001,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,7,2,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,No,No
AK_M_5010420_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,10,3,Marine,,Aquatic Life,,2 water years,2,20,20,Yes,No,No
AK_M_5010420_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,10,3,Marine,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_5010420_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,10,3,Marine,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_5010420_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,10,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010420_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,10,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_5010420_001,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_5010420_001,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,No,No
AK_M_5010420_001,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_5010420_001,Ocean,Marine,PH,,8,2,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,No,No
AK_M_5010420_001,Ocean,Marine,PH,,8,2,Marine,,Water Supply,,2 years,2,10,10,Yes,No,No
AK_M_5010420_001,Ocean,Marine,PH,,8,2,Marine,,Aquatic Life,,2 years,2,10,10,Yes,No,No
AK_M_5010420_001,Ocean,Marine,PH,,8,2,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,No,No
AK_M_5010420_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,8,2,Marine,,Water Supply,,,,,,,,No
AK_M_5010420_001,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_5010420_001,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,No,No
AK_M_5010420_001,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_6020201_004,Ocean,Marine,COPPER,UG/L,8,1,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,No,No,No
AK_M_6020201_004,Ocean,Marine,COPPER,UG/L,8,1,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,No,Yes,No
AK_M_6020201_004,Ocean,Marine,COPPER,UG/L,8,1,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,No,No,No
AK_M_6020201_004,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,16,1,Marine,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_M_6020201_004,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,16,1,Marine,,Primary Contact Recreation,,2 years,2,10,10,No,Yes,No
AK_M_6020201_004,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,16,1,Marine,,Secondary Contact Recreation,,2 years,2,10,10,No,Yes,No
AK_M_6020201_004,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,16,1,Marine,,Aquatic Life,,2 years,2,10,10,No,Yes,No
AK_M_6020201_004,Ocean,Marine,NICKEL,UG/L,8,1,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,No,No,No
AK_M_6020201_004,Ocean,Marine,NICKEL,UG/L,8,1,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,No,Yes,No
AK_M_6020201_004,Ocean,Marine,NICKEL,UG/L,8,1,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,No,No,No
AK_M_6020201_004,Ocean,Marine,PH,,16,1,Marine,,Primary Contact Recreation,,2 years,2,10,10,No,Yes,No
AK_M_6020201_004,Ocean,Marine,PH,,16,1,Marine,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_M_6020201_004,Ocean,Marine,PH,,16,1,Marine,,Aquatic Life,,2 years,2,10,10,No,Yes,No
AK_M_6020201_004,Ocean,Marine,PH,,16,1,Marine,,Secondary Contact Recreation,,2 years,2,10,10,No,Yes,No
AK_M_6020201_004,Ocean,Marine,"TEMPERATURE, WATER",DEG C,16,1,Marine,,Water Supply,,,,,,,,No
AK_M_6020201_004,Ocean,Marine,ZINC,UG/L,8,1,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,No,No,No
AK_M_6020201_004,Ocean,Marine,ZINC,UG/L,8,1,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,No,Yes,No
AK_M_6020201_004,Ocean,Marine,ZINC,UG/L,8,1,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,No,No,No
AK_R_1010504_005,Stream,River,ALKALINITY,UG/L,54,6,Freshwater,,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,ALKALINITY,UG/L,54,6,Freshwater,,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,ALUMINUM,UG/L,81,6,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,ALUMINUM,UG/L,81,6,Freshwater,Total Recoverable,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,ALUMINUM,UG/L,81,6,Freshwater,Total Recoverable,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,ALUMINUM,UG/L,81,6,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,ANTIMONY,UG/L,40,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,ANTIMONY,UG/L,40,6,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,ARSENIC,UG/L,81,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,ARSENIC,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,ARSENIC,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,ARSENIC,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,BARIUM,UG/L,81,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,BERYLLIUM,UG/L,80,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,BORON,UG/L,40,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,CADMIUM,UG/L,81,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,CADMIUM,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,CADMIUM,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,CADMIUM,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,CHLORIDE,UG/L,41,6,Freshwater,,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,CHLORIDE,UG/L,41,6,Freshwater,,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,CHLORIDE,UG/L,41,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,CHLORIDE,UG/L,41,6,Freshwater,,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,CHROMIUM,UG/L,81,6,Freshwater,Total,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,COBALT,UG/L,81,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,COPPER,UG/L,81,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,COPPER,UG/L,81,6,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,COPPER,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,COPPER,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,COPPER,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,DISSOLVED OXYGEN (DO),MG/L,140,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,DISSOLVED OXYGEN (DO),MG/L,140,6,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,DISSOLVED OXYGEN (DO),MG/L,140,6,Freshwater streams and rivers,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,DISSOLVED OXYGEN (DO),MG/L,140,6,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,IRON,UG/L,81,6,Freshwater,,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,IRON,UG/L,81,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,IRON,UG/L,81,6,Freshwater,,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,LEAD,UG/L,81,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,LEAD,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,LEAD,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,MANGANESE,UG/L,81,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,MANGANESE,UG/L,81,6,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,MANGANESE,UG/L,81,6,Freshwater,,Human Health,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,MERCURY,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,MERCURY,UG/L,81,6,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,MERCURY,UG/L,81,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,MERCURY,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,MERCURY,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,NICKEL,UG/L,81,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,NICKEL,UG/L,81,6,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,NICKEL,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,NICKEL,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,NICKEL,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,NITRATE,MG/L,82,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,NITRITE,MG/L,82,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,PH,STD UNITS,183,6,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,PH,STD UNITS,183,6,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,PH,STD UNITS,183,6,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,PH,STD UNITS,183,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,SEDIMENT,G,130,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,SEDIMENT,G,130,6,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,SELENIUM,UG/L,81,6,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,SELENIUM,UG/L,81,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,SELENIUM,UG/L,81,6,Freshwater,Total Recoverable,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,SELENIUM,UG/L,81,6,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,SELENIUM,UG/L,81,6,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,SILVER,UG/L,81,6,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,SULFATE,UG/L,41,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,"TEMPERATURE, WATER",DEG C,140,6,Freshwater,,Water Supply,,,,,,,,No
AK_R_1010504_005,Stream,River,"TEMPERATURE, WATER",DEG C,140,6,Freshwater,,Aquatic Life,,,,,,,,No
AK_R_1010504_005,Stream,River,"TEMPERATURE, WATER",DEG C,140,6,Freshwater,,Primary Contact Recreation,,,,,,,,No
AK_R_1010504_005,Stream,River,TOTAL DISSOLVED SOLIDS,LB/DAY,40,6,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_1010504_005,Stream,River,TOTAL DISSOLVED SOLIDS,LB/DAY,40,6,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
