"AUID_ATTNS","ActivityStartDate","TADA.CharacteristicName","n"
"AK_R_1020709_011",2021-07-07,"SODIUM",2
"AK_R_1020709_011",2021-07-07,"SPECIFIC CONDUCTANCE",6
"AK_R_1020709_011",2021-07-07,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1020709_011",2021-07-07,"STRONTIUM",2
"AK_R_1020709_011",2021-07-07,"TEMPERATURE, WATER",5
"AK_R_1020709_011",2021-07-07,"THALLIUM",2
"AK_R_1020709_011",2021-07-07,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1020709_011",2021-07-07,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2021-07-07,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2021-07-07,"TURBIDITY",6
"AK_R_1020709_011",2021-07-07,"ZINC",2
"AK_R_1020709_011",2021-07-08,"ALUMINUM",2
"AK_R_1020709_011",2021-07-08,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2021-07-08,"ARSENIC",2
"AK_R_1020709_011",2021-07-08,"BARIUM",2
"AK_R_1020709_011",2021-07-08,"BERYLLIUM",2
"AK_R_1020709_011",2021-07-08,"CADMIUM",2
"AK_R_1020709_011",2021-07-08,"CALCIUM",2
"AK_R_1020709_011",2021-07-08,"CHROMIUM",2
"AK_R_1020709_011",2021-07-08,"COBALT",2
"AK_R_1020709_011",2021-07-08,"COPPER",2
"AK_R_1020709_011",2021-07-08,"INORGANIC CARBON",2
"AK_R_1020709_011",2021-07-08,"IRON",2
"AK_R_1020709_011",2021-07-08,"LEAD",2
"AK_R_1020709_011",2021-07-08,"LITHIUM",2
"AK_R_1020709_011",2021-07-08,"MAGNESIUM",2
"AK_R_1020709_011",2021-07-08,"MANGANESE",2
"AK_R_1020709_011",2021-07-08,"MERCURY",2
"AK_R_1020709_011",2021-07-08,"MOLYBDENUM",2
"AK_R_1020709_011",2021-07-08,"NICKEL",2
"AK_R_1020709_011",2021-07-08,"NITRATE",2
"AK_R_1020709_011",2021-07-08,"NITRITE",2
"AK_R_1020709_011",2021-07-08,"ORGANIC CARBON",2
"AK_R_1020709_011",2021-07-08,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2021-07-08,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2021-07-08,"PH",2
"AK_R_1020709_011",2021-07-08,"POTASSIUM",2
"AK_R_1020709_011",2021-07-08,"SEDIMENT",4
"AK_R_1020709_011",2021-07-08,"SELENIUM",2
"AK_R_1020709_011",2021-07-08,"SILVER",2
"AK_R_1020709_011",2021-07-08,"SODIUM",2
"AK_R_1020709_011",2021-07-08,"SPECIFIC CONDUCTANCE",2
"AK_R_1020709_011",2021-07-08,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1020709_011",2021-07-08,"STRONTIUM",2
"AK_R_1020709_011",2021-07-08,"THALLIUM",2
"AK_R_1020709_011",2021-07-08,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1020709_011",2021-07-08,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2021-07-08,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2021-07-08,"TURBIDITY",2
"AK_R_1020709_011",2021-07-08,"ZINC",2
"AK_R_1020709_011",2021-08-16,"ALUMINUM",2
"AK_R_1020709_011",2021-08-16,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2021-08-16,"ARSENIC",2
"AK_R_1020709_011",2021-08-16,"BARIUM",2
"AK_R_1020709_011",2021-08-16,"BERYLLIUM",2
"AK_R_1020709_011",2021-08-16,"CADMIUM",2
"AK_R_1020709_011",2021-08-16,"CALCIUM",2
"AK_R_1020709_011",2021-08-16,"CHROMIUM",2
"AK_R_1020709_011",2021-08-16,"COBALT",2
"AK_R_1020709_011",2021-08-16,"COPPER",2
"AK_R_1020709_011",2021-08-16,"HEIGHT, GAGE",2
"AK_R_1020709_011",2021-08-16,"INORGANIC CARBON",2
"AK_R_1020709_011",2021-08-16,"IRON",2
"AK_R_1020709_011",2021-08-16,"LEAD",2
"AK_R_1020709_011",2021-08-16,"LITHIUM",2
"AK_R_1020709_011",2021-08-16,"MAGNESIUM",2
"AK_R_1020709_011",2021-08-16,"MANGANESE",2
"AK_R_1020709_011",2021-08-16,"MERCURY",2
"AK_R_1020709_011",2021-08-16,"MOLYBDENUM",2
"AK_R_1020709_011",2021-08-16,"NICKEL",2
"AK_R_1020709_011",2021-08-16,"NITRATE",2
"AK_R_1020709_011",2021-08-16,"NITRITE",2
"AK_R_1020709_011",2021-08-16,"ORGANIC CARBON",2
"AK_R_1020709_011",2021-08-16,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2021-08-16,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2021-08-16,"PH",2
"AK_R_1020709_011",2021-08-16,"POTASSIUM",2
"AK_R_1020709_011",2021-08-16,"SEDIMENT",4
"AK_R_1020709_011",2021-08-16,"SELENIUM",2
"AK_R_1020709_011",2021-08-16,"SILVER",2
"AK_R_1020709_011",2021-08-16,"SODIUM",2
"AK_R_1020709_011",2021-08-16,"SPECIFIC CONDUCTANCE",2
"AK_R_1020709_011",2021-08-16,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1020709_011",2021-08-16,"STRONTIUM",2
"AK_R_1020709_011",2021-08-16,"THALLIUM",2
"AK_R_1020709_011",2021-08-16,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1020709_011",2021-08-16,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2021-08-16,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2021-08-16,"TURBIDITY",2
"AK_R_1020709_011",2021-08-16,"ZINC",2
"AK_R_1020709_011",2021-09-14,"ACIDITY, (H+)",6
"AK_R_1020709_011",2021-09-14,"ALUMINUM",2
"AK_R_1020709_011",2021-09-14,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2021-09-14,"ARSENIC",2
"AK_R_1020709_011",2021-09-14,"BARIUM",2
"AK_R_1020709_011",2021-09-14,"BERYLLIUM",2
"AK_R_1020709_011",2021-09-14,"CADMIUM",2
"AK_R_1020709_011",2021-09-14,"CALCIUM",2
"AK_R_1020709_011",2021-09-14,"CHROMIUM",2
"AK_R_1020709_011",2021-09-14,"COBALT",2
"AK_R_1020709_011",2021-09-14,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",6
"AK_R_1020709_011",2021-09-14,"COPPER",2
"AK_R_1020709_011",2021-09-14,"DISSOLVED OXYGEN (DO)",6
"AK_R_1020709_011",2021-09-14,"HEIGHT, GAGE",2
"AK_R_1020709_011",2021-09-14,"INORGANIC CARBON",2
"AK_R_1020709_011",2021-09-14,"IRON",2
"AK_R_1020709_011",2021-09-14,"LEAD",2
"AK_R_1020709_011",2021-09-14,"LITHIUM",2
"AK_R_1020709_011",2021-09-14,"MAGNESIUM",2
"AK_R_1020709_011",2021-09-14,"MANGANESE",2
"AK_R_1020709_011",2021-09-14,"MERCURY",2
"AK_R_1020709_011",2021-09-14,"MOLYBDENUM",2
"AK_R_1020709_011",2021-09-14,"NICKEL",2
"AK_R_1020709_011",2021-09-14,"NITRATE",2
"AK_R_1020709_011",2021-09-14,"NITRITE",2
"AK_R_1020709_011",2021-09-14,"ORGANIC CARBON",2
"AK_R_1020709_011",2021-09-14,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2021-09-14,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2021-09-14,"PH",7
"AK_R_1020709_011",2021-09-14,"POTASSIUM",2
"AK_R_1020709_011",2021-09-14,"SEDIMENT",4
"AK_R_1020709_011",2021-09-14,"SELENIUM",2
"AK_R_1020709_011",2021-09-14,"SILVER",2
"AK_R_1020709_011",2021-09-14,"SODIUM",2
"AK_R_1020709_011",2021-09-14,"SPECIFIC CONDUCTANCE",7
"AK_R_1020709_011",2021-09-14,"STREAM FLOW, INSTANTANEOUS",12
"AK_R_1020709_011",2021-09-14,"STRONTIUM",2
"AK_R_1020709_011",2021-09-14,"TEMPERATURE, WATER",6
"AK_R_1020709_011",2021-09-14,"THALLIUM",2
"AK_R_1020709_011",2021-09-14,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1020709_011",2021-09-14,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2021-09-14,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2021-09-14,"TURBIDITY",7
"AK_R_1020709_011",2021-09-14,"ZINC",2
"AK_R_1020709_011",2021-10-18,"ALUMINUM",2
"AK_R_1020709_011",2021-10-18,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2021-10-18,"ARSENIC",2
"AK_R_1020709_011",2021-10-18,"BARIUM",2
"AK_R_1020709_011",2021-10-18,"BERYLLIUM",2
"AK_R_1020709_011",2021-10-18,"CADMIUM",2
"AK_R_1020709_011",2021-10-18,"CALCIUM",2
"AK_R_1020709_011",2021-10-18,"CHROMIUM",2
"AK_R_1020709_011",2021-10-18,"COBALT",2
"AK_R_1020709_011",2021-10-18,"COPPER",2
"AK_R_1020709_011",2021-10-18,"HEIGHT, GAGE",2
"AK_R_1020709_011",2021-10-18,"INORGANIC CARBON",2
"AK_R_1020709_011",2021-10-18,"IRON",2
"AK_R_1020709_011",2021-10-18,"LEAD",2
"AK_R_1020709_011",2021-10-18,"LITHIUM",2
"AK_R_1020709_011",2021-10-18,"MAGNESIUM",2
"AK_R_1020709_011",2021-10-18,"MANGANESE",2
"AK_R_1020709_011",2021-10-18,"MERCURY",2
"AK_R_1020709_011",2021-10-18,"MOLYBDENUM",2
"AK_R_1020709_011",2021-10-18,"NICKEL",2
"AK_R_1020709_011",2021-10-18,"NITRATE",2
"AK_R_1020709_011",2021-10-18,"NITRITE",2
"AK_R_1020709_011",2021-10-18,"ORGANIC CARBON",2
"AK_R_1020709_011",2021-10-18,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2021-10-18,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2021-10-18,"PH",2
"AK_R_1020709_011",2021-10-18,"POTASSIUM",2
"AK_R_1020709_011",2021-10-18,"SEDIMENT",4
"AK_R_1020709_011",2021-10-18,"SELENIUM",2
"AK_R_1020709_011",2021-10-18,"SILVER",2
"AK_R_1020709_011",2021-10-18,"SODIUM",2
"AK_R_1020709_011",2021-10-18,"SPECIFIC CONDUCTANCE",2
"AK_R_1020709_011",2021-10-18,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1020709_011",2021-10-18,"STRONTIUM",2
"AK_R_1020709_011",2021-10-18,"THALLIUM",2
"AK_R_1020709_011",2021-10-18,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1020709_011",2021-10-18,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2021-10-18,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2021-10-18,"TURBIDITY",2
"AK_R_1020709_011",2021-10-18,"ZINC",2
"AK_R_1020709_011",2022-03-22,"ALUMINUM",2
"AK_R_1020709_011",2022-03-22,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2022-03-22,"ARSENIC",2
"AK_R_1020709_011",2022-03-22,"BARIUM",2
"AK_R_1020709_011",2022-03-22,"BERYLLIUM",2
"AK_R_1020709_011",2022-03-22,"CADMIUM",2
"AK_R_1020709_011",2022-03-22,"CALCIUM",2
"AK_R_1020709_011",2022-03-22,"CHROMIUM",2
"AK_R_1020709_011",2022-03-22,"COBALT",2
"AK_R_1020709_011",2022-03-22,"COPPER",2
"AK_R_1020709_011",2022-03-22,"HEIGHT, GAGE",2
"AK_R_1020709_011",2022-03-22,"INORGANIC CARBON",2
"AK_R_1020709_011",2022-03-22,"IRON",2
"AK_R_1020709_011",2022-03-22,"LEAD",2
"AK_R_1020709_011",2022-03-22,"LITHIUM",2
"AK_R_1020709_011",2022-03-22,"MAGNESIUM",2
"AK_R_1020709_011",2022-03-22,"MANGANESE",2
"AK_R_1020709_011",2022-03-22,"MERCURY",2
"AK_R_1020709_011",2022-03-22,"MOLYBDENUM",2
"AK_R_1020709_011",2022-03-22,"NICKEL",2
"AK_R_1020709_011",2022-03-22,"NITRATE",2
"AK_R_1020709_011",2022-03-22,"NITRITE",2
"AK_R_1020709_011",2022-03-22,"ORGANIC CARBON",2
"AK_R_1020709_011",2022-03-22,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2022-03-22,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2022-03-22,"PH",2
"AK_R_1020709_011",2022-03-22,"POTASSIUM",2
"AK_R_1020709_011",2022-03-22,"SEDIMENT",4
"AK_R_1020709_011",2022-03-22,"SELENIUM",2
"AK_R_1020709_011",2022-03-22,"SILVER",2
"AK_R_1020709_011",2022-03-22,"SODIUM",2
"AK_R_1020709_011",2022-03-22,"SPECIFIC CONDUCTANCE",2
"AK_R_1020709_011",2022-03-22,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1020709_011",2022-03-22,"STRONTIUM",2
"AK_R_1020709_011",2022-03-22,"THALLIUM",2
"AK_R_1020709_011",2022-03-22,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1020709_011",2022-03-22,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2022-03-22,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2022-03-22,"ZINC",2
"AK_R_1020709_011",2022-04-21,"ALUMINUM",2
"AK_R_1020709_011",2022-04-21,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2022-04-21,"ARSENIC",2
"AK_R_1020709_011",2022-04-21,"BARIUM",2
"AK_R_1020709_011",2022-04-21,"BERYLLIUM",2
"AK_R_1020709_011",2022-04-21,"CADMIUM",2
"AK_R_1020709_011",2022-04-21,"CALCIUM",2
"AK_R_1020709_011",2022-04-21,"CHROMIUM",2
"AK_R_1020709_011",2022-04-21,"COBALT",2
"AK_R_1020709_011",2022-04-21,"COPPER",2
"AK_R_1020709_011",2022-04-21,"HEIGHT, GAGE",2
"AK_R_1020709_011",2022-04-21,"INORGANIC CARBON",2
"AK_R_1020709_011",2022-04-21,"IRON",2
"AK_R_1020709_011",2022-04-21,"LEAD",2
"AK_R_1020709_011",2022-04-21,"LITHIUM",2
"AK_R_1020709_011",2022-04-21,"MAGNESIUM",2
"AK_R_1020709_011",2022-04-21,"MANGANESE",2
"AK_R_1020709_011",2022-04-21,"MERCURY",2
"AK_R_1020709_011",2022-04-21,"MOLYBDENUM",2
"AK_R_1020709_011",2022-04-21,"NICKEL",2
"AK_R_1020709_011",2022-04-21,"NITRATE",2
"AK_R_1020709_011",2022-04-21,"NITRITE",2
"AK_R_1020709_011",2022-04-21,"ORGANIC CARBON",2
"AK_R_1020709_011",2022-04-21,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2022-04-21,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2022-04-21,"PH",2
"AK_R_1020709_011",2022-04-21,"POTASSIUM",2
"AK_R_1020709_011",2022-04-21,"SEDIMENT",4
"AK_R_1020709_011",2022-04-21,"SELENIUM",2
"AK_R_1020709_011",2022-04-21,"SILVER",2
"AK_R_1020709_011",2022-04-21,"SODIUM",2
"AK_R_1020709_011",2022-04-21,"SPECIFIC CONDUCTANCE",2
"AK_R_1020709_011",2022-04-21,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1020709_011",2022-04-21,"STRONTIUM",2
"AK_R_1020709_011",2022-04-21,"THALLIUM",2
"AK_R_1020709_011",2022-04-21,"TOTAL DISSOLVED SOLIDS",3
"AK_R_1020709_011",2022-04-21,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2022-04-21,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2022-04-21,"TURBIDITY",2
"AK_R_1020709_011",2022-04-21,"ZINC",2
"AK_R_1020709_011",2022-05-31,"ALUMINUM",2
"AK_R_1020709_011",2022-05-31,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2022-05-31,"ARSENIC",2
"AK_R_1020709_011",2022-05-31,"BARIUM",2
"AK_R_1020709_011",2022-05-31,"BERYLLIUM",2
"AK_R_1020709_011",2022-05-31,"CADMIUM",2
"AK_R_1020709_011",2022-05-31,"CALCIUM",2
"AK_R_1020709_011",2022-05-31,"CHROMIUM",2
"AK_R_1020709_011",2022-05-31,"COBALT",2
"AK_R_1020709_011",2022-05-31,"COPPER",2
"AK_R_1020709_011",2022-05-31,"HEIGHT, GAGE",2
"AK_R_1020709_011",2022-05-31,"INORGANIC CARBON",2
"AK_R_1020709_011",2022-05-31,"IRON",2
"AK_R_1020709_011",2022-05-31,"LEAD",2
"AK_R_1020709_011",2022-05-31,"LITHIUM",2
"AK_R_1020709_011",2022-05-31,"MAGNESIUM",2
"AK_R_1020709_011",2022-05-31,"MANGANESE",2
"AK_R_1020709_011",2022-05-31,"MERCURY",2
"AK_R_1020709_011",2022-05-31,"MOLYBDENUM",2
"AK_R_1020709_011",2022-05-31,"NICKEL",2
"AK_R_1020709_011",2022-05-31,"NITRATE",2
"AK_R_1020709_011",2022-05-31,"NITRITE",2
"AK_R_1020709_011",2022-05-31,"ORGANIC CARBON",2
"AK_R_1020709_011",2022-05-31,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2022-05-31,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2022-05-31,"PH",2
"AK_R_1020709_011",2022-05-31,"POTASSIUM",2
"AK_R_1020709_011",2022-05-31,"SEDIMENT",4
"AK_R_1020709_011",2022-05-31,"SELENIUM",2
"AK_R_1020709_011",2022-05-31,"SILVER",2
"AK_R_1020709_011",2022-05-31,"SODIUM",2
"AK_R_1020709_011",2022-05-31,"SPECIFIC CONDUCTANCE",2
"AK_R_1020709_011",2022-05-31,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1020709_011",2022-05-31,"STRONTIUM",2
"AK_R_1020709_011",2022-05-31,"THALLIUM",2
"AK_R_1020709_011",2022-05-31,"TOTAL DISSOLVED SOLIDS",3
"AK_R_1020709_011",2022-05-31,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2022-05-31,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2022-05-31,"TURBIDITY",2
"AK_R_1020709_011",2022-05-31,"ZINC",2
"AK_R_1020709_011",2022-07-27,"ALUMINUM",2
"AK_R_1020709_011",2022-07-27,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2022-07-27,"ARSENIC",2
"AK_R_1020709_011",2022-07-27,"BARIUM",2
"AK_R_1020709_011",2022-07-27,"BERYLLIUM",2
"AK_R_1020709_011",2022-07-27,"CADMIUM",2
"AK_R_1020709_011",2022-07-27,"CALCIUM",2
"AK_R_1020709_011",2022-07-27,"CHROMIUM",2
"AK_R_1020709_011",2022-07-27,"COBALT",2
"AK_R_1020709_011",2022-07-27,"COPPER",2
"AK_R_1020709_011",2022-07-27,"HEIGHT, GAGE",2
"AK_R_1020709_011",2022-07-27,"INORGANIC CARBON",2
"AK_R_1020709_011",2022-07-27,"IRON",2
"AK_R_1020709_011",2022-07-27,"LEAD",2
"AK_R_1020709_011",2022-07-27,"LITHIUM",2
"AK_R_1020709_011",2022-07-27,"MAGNESIUM",2
"AK_R_1020709_011",2022-07-27,"MANGANESE",2
"AK_R_1020709_011",2022-07-27,"MERCURY",2
"AK_R_1020709_011",2022-07-27,"MOLYBDENUM",2
"AK_R_1020709_011",2022-07-27,"NICKEL",2
"AK_R_1020709_011",2022-07-27,"NITRATE",2
"AK_R_1020709_011",2022-07-27,"NITRITE",2
"AK_R_1020709_011",2022-07-27,"ORGANIC CARBON",2
"AK_R_1020709_011",2022-07-27,"ORGANIC NITROGEN",2
"AK_R_1020709_011",2022-07-27,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2022-07-27,"PH",2
"AK_R_1020709_011",2022-07-27,"POTASSIUM",2
"AK_R_1020709_011",2022-07-27,"SEDIMENT",4
"AK_R_1020709_011",2022-07-27,"SELENIUM",2
"AK_R_1020709_011",2022-07-27,"SILVER",2
"AK_R_1020709_011",2022-07-27,"SODIUM",2
"AK_R_1020709_011",2022-07-27,"SPECIFIC CONDUCTANCE",2
"AK_R_1020709_011",2022-07-27,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1020709_011",2022-07-27,"STRONTIUM",2
"AK_R_1020709_011",2022-07-27,"THALLIUM",2
"AK_R_1020709_011",2022-07-27,"TOTAL DISSOLVED SOLIDS",3
"AK_R_1020709_011",2022-07-27,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2022-07-27,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2022-07-27,"TURBIDITY",2
"AK_R_1020709_011",2022-07-27,"ZINC",2
"AK_R_1020709_011",2022-10-10,"SEDIMENT",8
"AK_R_1020709_011",2022-10-10,"SUSPENDED SEDIMENT CONCENTRATION (SSC)",2
"AK_R_1020709_011",2022-10-10,"VOLATILE SUSPENDED SOLIDS",2
"AK_R_1020709_011",2022-10-11,"ALKALINITY",2
"AK_R_1020709_011",2022-10-11,"ALUMINUM",4
"AK_R_1020709_011",2022-10-11,"AMMONIA AND AMMONIUM",4
"AK_R_1020709_011",2022-10-11,"ANTIMONY",2
"AK_R_1020709_011",2022-10-11,"ARSENIC",4
"AK_R_1020709_011",2022-10-11,"BARIUM",4
"AK_R_1020709_011",2022-10-11,"BERYLLIUM",4
"AK_R_1020709_011",2022-10-11,"BORON",2
"AK_R_1020709_011",2022-10-11,"CADMIUM",4
"AK_R_1020709_011",2022-10-11,"CALCIUM",4
"AK_R_1020709_011",2022-10-11,"CARBON",2
"AK_R_1020709_011",2022-10-11,"CHLORIDE",2
"AK_R_1020709_011",2022-10-11,"CHROMIUM",4
"AK_R_1020709_011",2022-10-11,"COBALT",4
"AK_R_1020709_011",2022-10-11,"COPPER",4
"AK_R_1020709_011",2022-10-11,"FLUORIDE",2
"AK_R_1020709_011",2022-10-11,"HARDNESS, CA, MG",2
"AK_R_1020709_011",2022-10-11,"HARDNESS, NON-CARBONATE",2
"AK_R_1020709_011",2022-10-11,"INORGANIC CARBON",4
"AK_R_1020709_011",2022-10-11,"IRON",4
"AK_R_1020709_011",2022-10-11,"KJELDAHL NITROGEN",2
"AK_R_1020709_011",2022-10-11,"LEAD",4
"AK_R_1020709_011",2022-10-11,"LITHIUM",4
"AK_R_1020709_011",2022-10-11,"MAGNESIUM",4
"AK_R_1020709_011",2022-10-11,"MANGANESE",4
"AK_R_1020709_011",2022-10-11,"MERCURY",4
"AK_R_1020709_011",2022-10-11,"MOLYBDENUM",4
"AK_R_1020709_011",2022-10-11,"NICKEL",4
"AK_R_1020709_011",2022-10-11,"NITRATE",4
"AK_R_1020709_011",2022-10-11,"NITRATE + NITRITE",2
"AK_R_1020709_011",2022-10-11,"NITRITE",4
"AK_R_1020709_011",2022-10-11,"ORGANIC CARBON",4
"AK_R_1020709_011",2022-10-11,"ORGANIC NITROGEN",4
"AK_R_1020709_011",2022-10-11,"ORTHOPHOSPHATE",4
"AK_R_1020709_011",2022-10-11,"PH",2
"AK_R_1020709_011",2022-10-11,"POTASSIUM",4
"AK_R_1020709_011",2022-10-11,"SELENIUM",4
"AK_R_1020709_011",2022-10-11,"SILICA",2
"AK_R_1020709_011",2022-10-11,"SILVER",4
"AK_R_1020709_011",2022-10-11,"SODIUM",4
"AK_R_1020709_011",2022-10-11,"SODIUM ADSORPTION RATIO [(NA)/(SQ ROOT OF 1/2 CA + MG)]",2
"AK_R_1020709_011",2022-10-11,"SODIUM, PERCENT TOTAL CATIONS",2
"AK_R_1020709_011",2022-10-11,"SPECIFIC CONDUCTANCE",2
"AK_R_1020709_011",2022-10-11,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1020709_011",2022-10-11,"STRONTIUM",4
"AK_R_1020709_011",2022-10-11,"SULFATE",2
"AK_R_1020709_011",2022-10-11,"THALLIUM",4
"AK_R_1020709_011",2022-10-11,"TOTAL DISSOLVED SOLIDS",7
"AK_R_1020709_011",2022-10-11,"TOTAL KJELDAHL NITROGEN (ORGANIC N & NH3)",2
"AK_R_1020709_011",2022-10-11,"TOTAL NITROGEN, MIXED FORMS",10
"AK_R_1020709_011",2022-10-11,"TOTAL PHOSPHORUS, MIXED FORMS",4
"AK_R_1020709_011",2022-10-11,"TURBIDITY",2
"AK_R_1020709_011",2022-10-11,"URANIUM",2
"AK_R_1020709_011",2022-10-11,"VANADIUM",2
"AK_R_1020709_011",2022-10-11,"ZINC",4
"AK_R_1020709_011",2022-12-05,"ALUMINUM",2
"AK_R_1020709_011",2022-12-05,"AMMONIA AND AMMONIUM",2
"AK_R_1020709_011",2022-12-05,"ARSENIC",2
"AK_R_1020709_011",2022-12-05,"BARIUM",2
"AK_R_1020709_011",2022-12-05,"BERYLLIUM",2
"AK_R_1020709_011",2022-12-05,"CADMIUM",2
"AK_R_1020709_011",2022-12-05,"CALCIUM",2
"AK_R_1020709_011",2022-12-05,"CHROMIUM",2
"AK_R_1020709_011",2022-12-05,"COBALT",2
"AK_R_1020709_011",2022-12-05,"COPPER",2
"AK_R_1020709_011",2022-12-05,"INORGANIC CARBON",2
"AK_R_1020709_011",2022-12-05,"IRON",2
"AK_R_1020709_011",2022-12-05,"LEAD",2
"AK_R_1020709_011",2022-12-05,"LITHIUM",2
"AK_R_1020709_011",2022-12-05,"MAGNESIUM",2
"AK_R_1020709_011",2022-12-05,"MANGANESE",2
"AK_R_1020709_011",2022-12-05,"MERCURY",2
"AK_R_1020709_011",2022-12-05,"MOLYBDENUM",2
"AK_R_1020709_011",2022-12-05,"NICKEL",2
"AK_R_1020709_011",2022-12-05,"NITRATE",2
"AK_R_1020709_011",2022-12-05,"NITRITE",2
"AK_R_1020709_011",2022-12-05,"ORGANIC CARBON",2
"AK_R_1020709_011",2022-12-05,"ORTHOPHOSPHATE",2
"AK_R_1020709_011",2022-12-05,"PH",2
"AK_R_1020709_011",2022-12-05,"POTASSIUM",2
"AK_R_1020709_011",2022-12-05,"SELENIUM",2
"AK_R_1020709_011",2022-12-05,"SILVER",2
"AK_R_1020709_011",2022-12-05,"SODIUM",2
"AK_R_1020709_011",2022-12-05,"SPECIFIC CONDUCTANCE",2
"AK_R_1020709_011",2022-12-05,"STRONTIUM",2
"AK_R_1020709_011",2022-12-05,"THALLIUM",2
"AK_R_1020709_011",2022-12-05,"TOTAL DISSOLVED SOLIDS",3
"AK_R_1020709_011",2022-12-05,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1020709_011",2022-12-05,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1020709_011",2022-12-05,"TURBIDITY",2
"AK_R_1020709_011",2022-12-05,"ZINC",2
"AK_R_1030106_014",2019-05-30,"ESCHERICHIA COLI",3
"AK_R_1030106_014",2019-05-30,"FECAL COLIFORM",3
"AK_R_1030106_014",2019-08-26,"ALKALINITY",3
"AK_R_1030106_014",2019-08-26,"ALUMINUM",3
"AK_R_1030106_014",2019-08-26,"AMMONIA-NITROGEN",3
"AK_R_1030106_014",2019-08-26,"ANTIMONY",3
"AK_R_1030106_014",2019-08-26,"ARSENIC",3
"AK_R_1030106_014",2019-08-26,"BARIUM",3
"AK_R_1030106_014",2019-08-26,"BENZENE",3
"AK_R_1030106_014",2019-08-26,"BERYLLIUM",3
"AK_R_1030106_014",2019-08-26,"CADMIUM",3
"AK_R_1030106_014",2019-08-26,"CALCIUM",3
"AK_R_1030106_014",2019-08-26,"CHLORIDE",3
"AK_R_1030106_014",2019-08-26,"CHROMIUM",3
"AK_R_1030106_014",2019-08-26,"COBALT",3
