AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,n_Samples,n_Years,Waterbody Type,Fraction,Use,Type,Minimum Assessment Period,Minimum number of data points,Min_Num_Pts,Min_Data_Pass,Data_Sufficient
AK_M_1030308_007,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030308_007,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030409_004,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030409_004,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030409_004,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030409_004,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1030409_004,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030409_004,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1030409_004,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1030409_004,Ocean,Marine,FECAL COLIFORM,MPN/100ML,1,1,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_1030409_004,Ocean,Marine,FECAL COLIFORM,MPN/100ML,1,1,Marine,,Water Supply,,2 water years,10,10,No,No
AK_M_1030409_004,Ocean,Marine,FECAL COLIFORM,MPN/100ML,1,1,Marine,,Secondary Contact Recreation,,2 water years,10,10,No,No
AK_M_1030409_004,Ocean,Marine,FECAL COLIFORM,MPN/100ML,1,1,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1030409_004,Ocean,Marine,FECAL COLIFORM,MPN/100ML,1,1,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1030409_004,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030409_004,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030409_004,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1030409_004,Ocean,Marine,PH,,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_1030409_004,Ocean,Marine,PH,,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1030409_004,Ocean,Marine,PH,,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_1030409_004,Ocean,Marine,PH,,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1030409_004,Ocean,Marine,"TEMPERATURE, WATER",DEG C,12,3,Marine,,Water Supply,,,,,,No
AK_M_1030409_004,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1030409_004,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1030409_004,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050001_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050001_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050001_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050001_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,15,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1050001_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,15,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050001_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,15,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050001_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,15,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1050001_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050001_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050001_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050001_001,Ocean,Marine,PH,,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_1050001_001,Ocean,Marine,PH,,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1050001_001,Ocean,Marine,PH,,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_1050001_001,Ocean,Marine,PH,,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1050001_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,15,3,Marine,,Water Supply,,,,,,No
AK_M_1050001_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050001_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050001_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050002_002,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050002_002,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050002_002,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050002_002,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1050002_002,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050002_002,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050002_002,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1050002_002,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,3,1,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_1050002_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,13,3,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_1050002_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,13,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_1050002_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,13,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_1050002_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,13,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1050002_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,13,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050002_002,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050002_002,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050002_002,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050002_002,Ocean,Marine,PH,,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050002_002,Ocean,Marine,PH,,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1050002_002,Ocean,Marine,PH,,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1050002_002,Ocean,Marine,PH,,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050002_002,Ocean,Marine,"TEMPERATURE, WATER",DEG C,12,3,Marine,,Water Supply,,,,,,No
AK_M_1050002_002,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050002_002,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050002_002,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050004_001,Ocean,Marine,COPPER,UG/L,18,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1050004_001,Ocean,Marine,COPPER,UG/L,18,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050004_001,Ocean,Marine,COPPER,UG/L,18,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_1050004_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,36,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1050004_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,36,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050004_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,36,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050004_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,36,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1050004_001,Ocean,Marine,NICKEL,UG/L,18,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1050004_001,Ocean,Marine,NICKEL,UG/L,18,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050004_001,Ocean,Marine,NICKEL,UG/L,18,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_1050004_001,Ocean,Marine,PH,,32,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050004_001,Ocean,Marine,PH,,32,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1050004_001,Ocean,Marine,PH,,32,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1050004_001,Ocean,Marine,PH,,32,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050004_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,36,3,Marine,,Water Supply,,,,,,No
AK_M_1050004_001,Ocean,Marine,ZINC,UG/L,19,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1050004_001,Ocean,Marine,ZINC,UG/L,19,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050004_001,Ocean,Marine,ZINC,UG/L,19,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_1050005_001,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_1050005_001,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050005_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,2,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_1050005_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Water Supply,,2 water years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Secondary Contact Recreation,,2 water years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_1050005_001,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050005_001,Ocean,Marine,PH,,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,PH,,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,PH,,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,PH,,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,8,2,Marine,,Water Supply,,,,,,No
AK_M_1050005_001,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050005_001,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_1050005_001,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050006_003,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050006_003,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050006_003,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050006_003,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,16,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1050006_003,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,16,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050006_003,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,16,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050006_003,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,16,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1050006_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_1050006_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Water Supply,,2 water years,10,10,No,No
AK_M_1050006_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Secondary Contact Recreation,,2 water years,10,10,No,No
AK_M_1050006_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1050006_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1050006_003,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050006_003,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050006_003,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050006_003,Ocean,Marine,PH,,16,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050006_003,Ocean,Marine,PH,,16,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1050006_003,Ocean,Marine,PH,,16,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1050006_003,Ocean,Marine,PH,,16,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050006_003,Ocean,Marine,"TEMPERATURE, WATER",DEG C,16,3,Marine,,Water Supply,,,,,,No
AK_M_1050006_003,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050006_003,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050006_003,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050006_004,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_1050006_004,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050006_004,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,FECAL COLIFORM,MPN/100ML,1,1,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_1050006_004,Ocean,Marine,FECAL COLIFORM,MPN/100ML,1,1,Marine,,Water Supply,,2 water years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,FECAL COLIFORM,MPN/100ML,1,1,Marine,,Secondary Contact Recreation,,2 water years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,FECAL COLIFORM,MPN/100ML,1,1,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,FECAL COLIFORM,MPN/100ML,1,1,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_1050006_004,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050006_004,Ocean,Marine,PH,,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,PH,,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,PH,,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,PH,,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,"TEMPERATURE, WATER",DEG C,8,2,Marine,,Water Supply,,,,,,No
AK_M_1050006_004,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050006_004,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_1050006_004,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050007_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050007_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050007_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050007_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1050007_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050007_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050007_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1050007_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050007_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050007_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050007_001,Ocean,Marine,PH,,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050007_001,Ocean,Marine,PH,,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1050007_001,Ocean,Marine,PH,,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1050007_001,Ocean,Marine,PH,,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050007_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,12,3,Marine,,Water Supply,,,,,,No
AK_M_1050007_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050007_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050007_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050008_001,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1050008_001,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050008_001,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050008_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1050008_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050008_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050008_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1050008_001,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1050008_001,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050008_001,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050008_001,Ocean,Marine,PH,,24,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050008_001,Ocean,Marine,PH,,24,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1050008_001,Ocean,Marine,PH,,24,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1050008_001,Ocean,Marine,PH,,24,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050008_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,24,3,Marine,,Water Supply,,,,,,No
AK_M_1050008_001,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_1050008_001,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050008_001,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050009_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_1050009_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_1050009_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_1050009_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_1050009_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050009_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_1050009_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_1050009_001,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,2,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_1050009_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,2,2,Marine,,Aquatic Life,,2 water years,20,20,No,No
